bbl,tax_year,neighborhood,building_classification,total_units,year_built,gross_sqft,est_gross_income,gross_income_per_sqft,est_expense,expense_per_sqft,net_operating_income,full_market_value,market_value_per_sqft,comparable_rental_1_boro_block_lot,comparable_rental_1_neighborhood,comparable_rental_1_building_classification,comparable_rental_1_total_units,comparable_rental_1_year_built,comparable_rental_1_gross_sqft,comparable_rental_1_est_gross_income,comparable_rental_1_gross_income_per_sqft,comparable_rental_1_est_expense,comparable_rental_1_expense_per_sqft,comparable_rental_1_net_operating_income,comparable_rental_1_full_market_value,comparable_rental_1_market_value_per_sqft,comparable_rental_1_dist_from_coop_in_miles,comparable_rental_2_boro_block_lot,comparable_rental_2_neighborhood,comparable_rental_2_building_classification,comparable_rental_2_total_units,comparable_rental_2_year_built,comparable_rental_2_gross_sqft,comparable_rental_2_est_gross_income,comparable_rental_2_gross_income_per_sqft,comparable_rental_2_est_expense,comparable_rental_2_expense_per_sqft,comparable_rental_2_net_operating_income,comparable_rental_2_full_market_value,comparable_rental_2_market_value_per_sqft,comparable_rental_2_dist_from_coop_in_miles,comparable_rental_3_boro_block_lot,comparable_rental_3_address,comparable_rental_3_neighborhood,comparable_rental_3_building_classification,comparable_rental_3_total_units,comparable_rental_3_year_built,comparable_rental_3_gross_sqft,comparable_rental_3_est_gross_income,comparable_rental_3_gross_income_per_sqft,comparable_rental_3_est_expense,comparable_rental_3_expense_per_sqft,comparable_rental_3_net_operating_income,comparable_rental_3_full_market_value,comparable_rental_3_market_value_per_sqft,comparable_rental_3_dist_from_coop_in_miles,block,lot,BoroCode,Zip,UnitsRes,ComArea,NumFloors,SchoolDist,outstanding_fines,FDNY_issues,SANITATION_issues,DOB_issues
2-05481-0048,2009,COUNTRY CLUB,D4-ELEVATOR,65,1965,55800,697500,12.5,NA,NA,NA,2620000,47,2-05903-0283,RIVERDALE,D3-ELEVATOR,123,1951,134000,1745168,13.02,NA,NA,NA,6560000,49,6.5,2-05904-0267,RIVERDALE,D1-ELEVATOR,90,1956,98681,1187061,12.03,NA,NA,NA,4180000,42.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5481,48,2,10465,65,0,6,8,325,12,5,13
2-05481-0048,2011,COUNTRY CLUB,D4-ELEVATOR,65,1965,55800,725400,13,NA,NA,NA,2260000,40.5,2-05793-0467,RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,NA,NA,NA,2520000,34.7,6.3,2-05814-1155,FIELDSTON,D1-ELEVATOR,70,1960,75000,1113242,14.84,NA,NA,NA,3760000,50,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5481,48,2,10465,65,0,6,8,325,12,5,13
2-05481-0048,2012,COUNTRY CLUB,D4-ELEVATOR,65,1965,55800,731538,13.11,300762,5.39,430776,2486000,44.55,2-04178-0010,SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1480347,13.22,642987,5.74,837360,4411000,39.38,1.34,2-04196-0030,SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,46,1935,42000,545580,12.99,294420,7.01,251160,1408000,33.52,1.46,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,5481,48,2,10465,65,0,6,8,325,12,5,13
2-05628-0008,2009,CITY ISLAND,C6-WALK-UP,12,1920,6480,109188,16.85,NA,NA,NA,444000,69,2-03145-0022,FORDHAM,C1-WALK-UP,25,1925,9472,166241,17.55,NA,NA,NA,676000,71,5.7,2-05333-0106,SCHUYLERVILLE/PELHAM BAY,C1-WALK-UP,13,1929,6510,100417,15.43,NA,NA,NA,408000,63,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5628,8,2,10464,12,0,1,11,0,0,0,0
2-05628-0008,2011,CITY ISLAND,C6-WALK-UP,12,1920,6480,108540,16.75,NA,NA,NA,406000,63,2-03143-0172,FORDHAM,C1-WALK-UP,12,1911,9684,116044,11.98,NA,NA,NA,326000,33.7,5.6,2-05333-0106,SCHUYLERVILLE/PELHAM BAY,C1-WALK-UP,13,1929,6510,118527,18.21,NA,NA,NA,443000,68,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5628,8,2,10464,12,0,1,11,0,0,0,0
2-05725-0776,2009,RIVERDALE,D4-ELEVATOR,100,1961,130570,1436270,11,NA,NA,NA,5060000,38.8,2-05780-0940,RIVERDALE,D1-ELEVATOR,127,1928,134703,1397249,10.37,NA,NA,NA,4720000,35,0.85,2-05787-0137,RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,NA,NA,NA,4070000,40.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5725,776,2,10463,100,0,6,10,200,1,3,9
2-05725-0776,2011,RIVERDALE,D4-ELEVATOR,100,1961,130570,1566840,12,NA,NA,NA,4400000,33.7,2-05904-0267,RIVERDALE,D1-ELEVATOR,90,1956,98681,1338816,13.57,NA,NA,NA,4170000,42.3,0.65,2-05787-0137,RIVERDALE,D1-ELEVATOR,85,1954,100498,1228776,12.23,NA,NA,NA,3450000,34.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5725,776,2,10463,100,0,6,10,200,1,3,9
2-05826-1685,2009,FIELDSTON,D4-ELEVATOR,76,1965,85523,1017723,11.9,NA,NA,NA,3590000,42,2-05904-0267,RIVERDALE,D1-ELEVATOR,90,1956,98681,1187061,12.03,NA,NA,NA,4180000,42.4,0.8,2-05907-0352,RIVERDALE,D1-ELEVATOR,72,1970,84925,1009310,11.88,NA,NA,NA,3560000,41.9,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5826,1685,2,10471,76,0,6,10,-25,6,11,5
2-05826-1685,2011,FIELDSTON,D4-ELEVATOR,76,1965,85523,1047656,12.25,NA,NA,NA,2940000,34.4,2-05746-0567,RIVERDALE,D1-ELEVATOR,78,1951,92782,1170220,12.61,NA,NA,NA,3290000,35.5,1.45,2-05864-0516,RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,NA,NA,NA,2620000,41.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5826,1685,2,10471,76,0,6,10,-25,6,11,5
2-05826-1685,2012,FIELDSTON,D4-ELEVATOR,76,1965,85523,986935,11.54,479784,5.61,507151,3234000,37.81,2-05827-1620,FIELDSTON,D1-ELEVATOR,72,1961,63237,729831,11.54,354657,5.61,375174,2406000,38.05,0.05,2-05814-1195,FIELDSTON,D1-ELEVATOR,86,1962,90000,917500,10.19,522462,5.81,395038,2332000,25.91,0.18,2-05814-1155,210 WEST 251 STREET,FIELDSTON,D1-ELEVATOR,70,1960,75,999,13.33,371,4.96,627,3,46.35,0.18,5826,1685,2,10471,76,0,6,10,-25,6,11,5
2-05920-0653,2009,RIVERDALE,D4-ELEVATOR,185,1963,216720,2947392,13.6,NA,NA,NA,11700000,54,2-05792-0430,RIVERDALE,D7-ELEVATOR,86,1954,103392,1327517,12.84,NA,NA,NA,4990000,48.3,0.45,2-05903-0283,RIVERDALE,D3-ELEVATOR,123,1951,134000,1745168,13.02,NA,NA,NA,6560000,49,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5920,653,2,10463,185,0,16,10,6650,12,6,19
2-05920-0653,2011,RIVERDALE,D4-ELEVATOR,185,1963,216720,2936556,13.55,NA,NA,NA,9140000,42.2,2-05760-0112,KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1609377,12.52,NA,NA,NA,4520000,35.2,0.8,2-05903-0283,RIVERDALE,D3-ELEVATOR,123,1951,134000,1961368,14.64,NA,NA,NA,6630000,49.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5920,653,2,10463,185,0,16,10,6650,12,6,19
2-05920-0653,2012,RIVERDALE,D4-ELEVATOR,185,1963,216720,2878042,13.28,1256980,5.8,1621070,10054000,46.39,2-05784-0340,KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1304480,14.09,560265,6.05,744215,4268000,46.09,0.55,2-05798-0077,RIVERDALE,D7-ELEVATOR,64,1939,90025,1137489,12.64,554033,6.15,583456,3531000,39.22,0.36,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,5920,653,2,10463,185,0,16,10,6650,12,6,19
2-05953-0230,2009,RIVERDALE,D4-ELEVATOR,435,1961,400180,5522484,13.8,NA,NA,NA,21900000,55,2-05909-0163,RIVERDALE,D1-ELEVATOR,176,1959,237000,2694049,11.37,NA,NA,NA,9500000,40.1,1.15,2-05909-0825,RIVERDALE,D3-ELEVATOR,403,1958,443283,8181864,18.46,NA,NA,NA,33300000,75,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5953,230,2,10471,435,0,20,10,-880,9,0,10
2-05953-0230,2011,RIVERDALE,D4-ELEVATOR,435,1961,400180,5702565,14.25,NA,NA,NA,17800000,44.5,2-04342-0010,BRONXDALE,D1-ELEVATOR,256,1965,255000,3151521,12.36,NA,NA,NA,8860000,34.7,3.8,2-05909-0825,RIVERDALE,D3-ELEVATOR,403,1958,443283,9589106,21.63,NA,NA,NA,39700000,90,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5953,230,2,10471,435,0,20,10,-880,9,0,10
2-05953-0230,2012,RIVERDALE,D4-ELEVATOR,435,1961,400180,5758590,14.39,3061380,7.65,2697210,18672000,46.66,2-05920-0670,RIVERDALE,D1-ELEVATOR,135,1960,152400,2299515,15.09,810013,5.32,1489500,7095000,46.56,1.25,2-05907-0352,RIVERDALE,D1-ELEVATOR,72,1970,84925,1137030,13.39,497219,5.85,639811,3718000,43.78,1.3,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,5953,230,2,10471,435,0,20,10,-880,9,0,10
3-00234-0059,2009,BROOKLYN HEIGHTS,D4-ELEVATOR,48,1925,44100,732060,16.6,NA,NA,NA,2980000,68,3-00254-0006,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,846432,18.24,NA,NA,NA,3440000,74,0.3,3-02104-0008,FORT GREENE,D9-ELEVATOR,71,1927,44046,693471,15.74,NA,NA,NA,2820000,64,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,59,3,11201,48,0,6,13,0,5,1,2
3-00234-0059,2010,BROOKLYN HEIGHTS,D4-ELEVATOR,48,1925,44100,754022,17.1,NA,NA,NA,2980000,68,3-00254-0006,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,NA,NA,NA,4000000,86,0.3,3-02104-0008,FORT GREENE,D9-ELEVATOR,71,1927,44046,767666,17.43,NA,NA,NA,3040000,69,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,59,3,11201,48,0,6,13,0,5,1,2
3-00234-0059,2011,BROOKLYN HEIGHTS,D4-ELEVATOR,48,1925,44100,776643,17.61,NA,NA,NA,2900000,66,3-00254-0006,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,983249,21.19,NA,NA,NA,4070000,88,0.3,3-02104-0008,FORT GREENE,D9-ELEVATOR,71,1927,44046,789567,17.93,NA,NA,NA,2950000,67,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,59,3,11201,48,0,6,13,0,5,1,2
3-00238-0026,2009,BROOKLYN HEIGHTS,D4-ELEVATOR,53,1928,70645,2331285,33,NA,NA,NA,11300000,160,3-01874-0001,NAVY YARD,D6-ELEVATOR,76,1920,70000,3305005,47.2,NA,NA,NA,16600000,237,1.25,3-00275-0001,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1458823,19.98,NA,NA,NA,6520000,89,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,26,3,11201,53,0,12,13,-25,15,2,3
3-00238-0026,2010,BROOKLYN HEIGHTS,D4-ELEVATOR,53,1928,70645,2401224,34,NA,NA,NA,11500000,163,3-01874-0001,NAVY YARD,D6-ELEVATOR,76,1920,70000,3586833,51,NA,NA,NA,18000000,257,1.25,3-00275-0001,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,NA,NA,NA,7520000,103,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,26,3,11201,53,0,12,13,-25,15,2,3
3-00238-0026,2011,BROOKLYN HEIGHTS,D4-ELEVATOR,53,1928,70645,2473261,35,NA,NA,NA,11500000,163,3-01874-0001,NAVY YARD,D6-ELEVATOR,76,1920,70000,4152257,59,NA,NA,NA,20400000,291,1.25,3-00275-0001,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1781214,24.39,NA,NA,NA,7380000,101,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,26,3,11201,53,0,12,13,-25,15,2,3
3-00238-0026,2012,BROOKLYN HEIGHTS,D4-ELEVATOR,53,1928,70645,2695813,38.16,1125380,15.93,1570440,11886000,168.25,3-00236-0103,BROOKLYN HEIGHTS,D5-ELEVATOR,142,1928,79460,2625082,33.04,1318320,16.59,1306760,9714000,122.25,0.14,3-00250-0030,BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,7877134,43.28,2312950,12.71,5564180,41924000,230.35,0.17,NA,NA, , ,0,0,0,0,0,0,0,0,0,0,0,238,26,3,11201,53,0,12,13,-25,15,2,3
3-00850-0020,2009,SUNSET PARK,C6-WALK-UP,16,1931,11200,186480,16.65,NA,NA,NA,527000,47.1,3-00312-0038,COBBLE HILL,C1-WALK-UP,12,1910,11000,177926,16.18,NA,NA,NA,724000,66,3.45,3-00774-0059,SUNSET PARK,C1-WALK-UP,16,1914,11200,191832,17.13,NA,NA,NA,542000,48.4,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,20,3,11220,16,0,4,20,250,0,4,1
3-00850-0020,2010,SUNSET PARK,C6-WALK-UP,16,1931,11200,171474,15.31,NA,NA,NA,401000,35.8,3-00312-0038,COBBLE HILL,C1-WALK-UP,12,1910,11000,188687,17.15,NA,NA,NA,747000,68,3.45,3-00774-0059,SUNSET PARK,C1-WALK-UP,16,1914,11200,196107,17.51,NA,NA,NA,735000,66,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,20,3,11220,16,0,4,20,250,0,4,1
3-00850-0020,2011,SUNSET PARK,C6-WALK-UP,16,1931,11200,176618,15.77,NA,NA,NA,458000,40.9,3-00312-0038,COBBLE HILL,C1-WALK-UP,12,1910,11000,216299,19.66,NA,NA,NA,809000,74,3.45,3-00774-0059,SUNSET PARK,C1-WALK-UP,16,1914,11200,210605,18.8,NA,NA,NA,447000,39.9,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,20,3,11220,16,0,4,20,250,0,4,1
3-01071-0004,2009,PARK SLOPE,D4-ELEVATOR,94,1936,97768,2248664,23,NA,NA,NA,10000000,102,3-05279-0043,WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2163800,20.68,NA,NA,NA,9670000,92,1.3,3-08722-0475,BRIGHTON BEACH,D1-ELEVATOR,96,1951,96600,1485708,15.38,NA,NA,NA,6040000,63,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,4,3,11215,94,0,6,15,475,9,1,4
3-01071-0004,2010,PARK SLOPE,D4-ELEVATOR,94,1936,97768,2316124,23.69,NA,NA,NA,10100000,103,3-05279-0043,WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2198318,21.01,NA,NA,NA,9550000,91,1.3,3-08722-0475,BRIGHTON BEACH,D1-ELEVATOR,96,1951,96600,1530279,15.84,NA,NA,NA,6060000,63,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,4,3,11215,94,0,6,15,475,9,1,4
3-01071-0004,2011,PARK SLOPE,D4-ELEVATOR,94,1936,97768,2385608,24.4,NA,NA,NA,9880000,101,3-05279-0043,WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2225685,21.27,NA,NA,NA,9220000,88,1.3,3-08722-0475,BRIGHTON BEACH,D1-ELEVATOR,96,1951,96600,2734487,28.3,NA,NA,NA,11300000,117,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,4,3,11215,94,0,6,15,475,9,1,4
3-01071-0004,2012,PARK SLOPE,D4-ELEVATOR,94,1936,97768,2183159,22.33,794854,8.13,1388300,10153000,103.85,3-01179-0023,PROSPECT HEIGHTS,D1-ELEVATOR,35,1925,36276,404578,11.15,235768,6.5,168810,947000,26.11,0.51,3-00958-0007,PARK SLOPE,D1-ELEVATOR,25,2002,30000,1005191,33.51,292648,9.75,712543,5292000,176.4,0.49,NA,NA, , ,0,0,0,0,0,0,0,0,0,0,0,1071,4,3,11215,94,0,6,15,475,9,1,4
3-01080-0041,2009,PARK SLOPE,C6-WALK-UP,11,1920,11728,233387,19.9,NA,NA,NA,1040000,89,3-00355-0009,CARROLL GARDENS,C1-WALK-UP,16,1915,11700,213180,18.22,NA,NA,NA,867000,74,1.4,3-01081-0001,PARK SLOPE,C1-WALK-UP,14,1920,11524,248697,21.58,NA,NA,NA,1110000,96,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,41,3,11215,8,0,4,15,-125,0,2,1
3-01080-0041,2010,PARK SLOPE,C6-WALK-UP,11,1920,11728,240389,20.5,NA,NA,NA,1040000,89,3-00355-0009,CARROLL GARDENS,C1-WALK-UP,16,1915,11700,229557,19.62,NA,NA,NA,997000,85,1.4,3-01081-0001,PARK SLOPE,C1-WALK-UP,14,1920,11524,256158,22.23,NA,NA,NA,1110000,96,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,41,3,11215,8,0,4,15,-125,0,2,1
3-01080-0041,2011,PARK SLOPE,C6-WALK-UP,11,1920,11728,247601,21.11,NA,NA,NA,1050000,90,3-00355-0009,CARROLL GARDENS,C1-WALK-UP,16,1915,11700,235557,20.13,NA,NA,NA,881000,75,1.4,3-01081-0001,PARK SLOPE,C1-WALK-UP,14,1920,11524,284390,24.68,NA,NA,NA,1180000,102,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,41,3,11215,8,0,4,15,-125,0,2,1
3-01080-0041,2012,PARK SLOPE,C6-WALK-UP,11,1920,11728,224239,19.12,114113,9.73,110126,790000,67.36,3-00949-0044,PARK SLOPE,C7-WALK-UP,16,1920,11634,391617,33.66,119040,10.23,272577,2024000,173.97,0.6,3-00964-0008,PARK SLOPE,C7-WALK-UP,14,1930,13007,279901,21.52,96838,7.45,183063,1276000,98.1,0.47,NA,NA, , ,0,0,0,0,0,0,0,0,0,0,0,1080,41,3,11215,8,0,4,15,-125,0,2,1
3-01189-0064,2009,CROWN HEIGHTS,D4-ELEVATOR,58,1926,51000,725730,14.23,NA,NA,NA,2050000,40.2,3-01078-0016,PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,NA,NA,NA,2220000,57,0.9,3-01361-0043,CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,NA,NA,NA,1740000,46.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,64,3,11225,58,0,6,17,-465,3,7,9
3-01189-0064,2010,CROWN HEIGHTS,D4-ELEVATOR,58,1926,51000,747502,14.66,NA,NA,NA,1750000,34.3,3-01078-0016,PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,NA,NA,NA,2090000,53,0.9,3-01361-0043,CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,NA,NA,NA,2340000,63,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,64,3,11225,58,0,6,17,-465,3,7,9
3-01189-0064,2011,CROWN HEIGHTS,D4-ELEVATOR,58,1926,51000,769927,15.1,NA,NA,NA,1630000,32,3-01078-0016,PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,NA,NA,NA,2030000,52,0.9,3-01361-0043,CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,601194,16.07,NA,NA,NA,2030000,54,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,64,3,11225,58,0,6,17,-465,3,7,9
3-01189-0064,2012,CROWN HEIGHTS,D4-ELEVATOR,58,1926,51000,376162,7.38,57138,1.12,319024,1892000,37.1,3-01861-0020,BEDFORD STUYVESANT,D9-ELEVATOR,65,1985,57876,975355,16.85,473682,8.18,501673,3628000,62.69,1.05,3-01395-0024,CROWN HEIGHTS,D1-ELEVATOR,16,1913,15280,198182,12.97,93361,6.11,104821,699000,45.75,1.32,3-01402-0029,"{""address"":""1692 UNION STREET"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""""}",CROWN HEIGHTS,D1-ELEVATOR,61,1920,41,707,17.23,374,9.13,332,1,43.11,1.46,1189,64,3,11225,58,0,6,17,-465,3,7,9
3-01230-0025,2009,CROWN HEIGHTS,C6-WALK-UP,40,1905,32450,357923,11.03,NA,NA,NA,1010000,31.1,3-01237-0001,CROWN HEIGHTS,C1-WALK-UP,16,1905,9784,104003,10.63,NA,NA,NA,351000,35.9,0.05,3-01252-0075,CROWN HEIGHTS,C1-WALK-UP,17,1931,13797,172462,12.5,NA,NA,NA,648000,47,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,25,3,11213,40,0,5,17,0,2,3,3
3-01230-0025,2010,CROWN HEIGHTS,C6-WALK-UP,40,1905,32450,347215,10.7,NA,NA,NA,813000,25.1,3-01305-0072,CROWN HEIGHTS,C1-WALK-UP,27,1923,27300,293174,10.74,NA,NA,NA,911000,33.4,0.9,3-01286-0051,CROWN HEIGHTS,C1-WALK-UP,27,1920,22669,241544,10.66,NA,NA,NA,751000,33.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,25,3,11213,40,0,5,17,0,2,3,3
3-01230-0025,2011,CROWN HEIGHTS,C6-WALK-UP,40,1905,32450,357631,11.02,NA,NA,NA,758000,23.36,3-01305-0072,CROWN HEIGHTS,C1-WALK-UP,27,1923,27300,307941,11.28,NA,NA,NA,798000,29.2,0.9,3-01286-0051,CROWN HEIGHTS,C1-WALK-UP,27,1920,22669,251403,11.09,NA,NA,NA,652000,28.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,25,3,11213,40,0,5,17,0,2,3,3
3-01261-0055,2009,CROWN HEIGHTS,C6-WALK-UP,15,1915,15384,174609,11.35,NA,NA,NA,616000,40,3-01254-0057,CROWN HEIGHTS,D1-ELEVATOR,49,1910,49914,550052,11.02,NA,NA,NA,1940000,38.9,0.05,3-01207-0021,CROWN HEIGHTS,D1-ELEVATOR,76,1928,45264,495188,10.94,NA,NA,NA,1750000,38.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261,55,3,11216,15,0,5,17,125,0,2,0
3-01261-0055,2010,CROWN HEIGHTS,C6-WALK-UP,15,1915,15384,179992,11.7,NA,NA,NA,621000,40.4,3-01280-0016,CROWN HEIGHTS,C1-WALK-UP,26,1923,22132,366402,16.56,NA,NA,NA,1450000,66,0.35,3-01268-0013,CROWN HEIGHTS,C1-WALK-UP,16,1913,14812,173773,11.73,NA,NA,NA,600000,40.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261,55,3,11216,15,0,5,17,125,0,2,0
3-01261-0055,2011,CROWN HEIGHTS,C6-WALK-UP,15,1915,15384,136148,8.85,NA,NA,NA,289000,18.79,3-01400-0011,CROWN HEIGHTS,C1-WALK-UP,16,1914,18200,166267,9.14,NA,NA,NA,395000,21.7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261,55,3,11216,15,0,5,17,125,0,2,0
3-01261-0055,2012,CROWN HEIGHTS,C6-WALK-UP,15,1915,15384,177471,11.54,99576,6.47,77895,318000,20.67,3-01261-0051,CROWN HEIGHTS,C1-WALK-UP,16,1920,15372,171484,11.16,105849,6.89,65635,396000,25.76,0,3-01261-0045,CROWN HEIGHTS,C1-WALK-UP,16,1920,15372,163937,10.66,97087,6.32,66850,386000,25.11,0,3-01261-0048,"{""address"":""489 EASTERN PARKWAY"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""""}",CROWN HEIGHTS,C1-WALK-UP,16,1920,15,196,12.8,119,7.8,76,389,25.31,0,1261,55,3,11216,15,0,5,17,125,0,2,0
3-01372-0017,2009,CROWN HEIGHTS,C6-WALK-UP,27,1923,20832,212278,10.19,NA,NA,NA,600000,28.8,3-01372-0072,CROWN HEIGHTS,C1-WALK-UP,43,1926,34835,332674,9.55,NA,NA,NA,1120000,32.2,0,3-01205-0062,CROWN HEIGHTS,C1-WALK-UP,32,1910,30416,330317,10.86,NA,NA,NA,1010000,33.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372,17,3,11213,27,0,4,17,-50,4,6,0
3-01372-0017,2010,CROWN HEIGHTS,C6-WALK-UP,27,1923,20832,218646,10.5,NA,NA,NA,512000,24.58,3-01372-0072,CROWN HEIGHTS,C1-WALK-UP,43,1926,34835,376072,10.8,NA,NA,NA,1170000,33.6,0,3-01205-0062,CROWN HEIGHTS,C1-WALK-UP,32,1910,30416,352063,11.57,NA,NA,NA,824000,27.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372,17,3,11213,27,0,4,17,-50,4,6,0
3-01372-0017,2011,CROWN HEIGHTS,C6-WALK-UP,27,1923,20832,225205,10.81,NA,NA,NA,477000,22.9,3-01372-0072,CROWN HEIGHTS,C1-WALK-UP,43,1926,34835,344665,9.89,NA,NA,NA,820000,23.54,0,3-01205-0062,CROWN HEIGHTS,C1-WALK-UP,32,1910,30416,417307,13.72,NA,NA,NA,885000,29.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372,17,3,11213,27,0,4,17,-50,4,6,0
3-01797-0005,2009,BEDFORD STUYVESANT,C6-WALK-UP,14,1931,11520,123264,10.7,NA,NA,NA,348000,30.2,3-01797-0065,BEDFORD STUYVESANT,C1-WALK-UP,12,1931,14000,172620,12.33,NA,NA,NA,649000,46.4,0,3-01794-0009,BEDFORD STUYVESANT,C1-WALK-UP,19,1931,17800,152724,8.58,NA,NA,NA,503000,28.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797,5,3,11216,12,2880,4,13,-100,2,1,1
